translation,Surah,Juz
و آنگاه كه با موسى چهل شب قرار گذاشتيم؛ آنگاه در غياب وى، شما گوساله را [به پرستش‌] گرفتيد، در حالى كه ستمكار بوديد.,51,1
خداوند كسى است كه هيچ معبودى جز او نيست. به يقين، در روز رستاخيز -كه هيچ شكى در آن نيست- شما را گرد خواهد آورد، و راستگوتر از خدا در سخن كيست؟,87,5
آنان همان كافران بدكارند.,42,30
آنگاه كه خورشيد به هم درپيچد،,1,30
و آنگه كه ستارگان همى‌تيره شوند،,2,30
و آنگاه كه كوهها به رفتار آيند.,3,30
وقتى شتران ماده وانهاده شوند،,4,30
و آنگه كه وحوش را همى‌گرد آرند،,5,30
درياها آنگه كه جوشان گردند،,6,30
و آنگاه كه جانها به هم درپيوندند،,7,30
پرسند چو زان دخترك زنده به‌گور:,8,30
به كدامين گناه كشته شده است؟,9,30
شما را چه شده است كه در باره منافقان، دو دسته شده‌ايد؟ با اينكه خدا آنان را به [سزاى‌] آنچه انجام داده‌اند سرنگون كرده است. آيا مى‌خواهيد كسى را كه خدا در گمراهى‌اش وانهاده است به راه آوريد؟ و حال آنكه هر كه را خدا در گمراهى‌اش وانهد هرگز راهى براى [هدايت‌] او نخواهى يافت.,88,5
و آنگاه كه نامه‌ها زهم بگشايند،,10,30
و آنگاه كه آسمان زجا كنده شود،,11,30
و آنگه كه جحيم را برافروزانند،,12,30
و آنگه كه بهشت را فرا پيش آرند،,13,30
هر نَفْس بداند چه فراهم ديده.,14,30
نه، نه! سوگند به اختران گردان،,15,30
[كز ديده‌] نهان شوند و از نو آيند،,16,30
سوگند به شب چون پشت گرداند،,17,30
سوگند به صبح چون دميدن گيرد،,18,30
كه [قرآن‌] سخن فرشته بزرگوارى است.,19,30
همان گونه كه خودشان كافر شده‌اند، آرزو دارند [كه شما نيز] كافر شويد، تا با هم برابر باشيد. پس زنهار، از ميان ايشان براى خود، دوستانى اختيار مكنيد تا آنكه در راه خدا هجرت كنند. پس اگر روى برتافتند، هر كجا آنان را يافتيد به اسارت بگيريد و بكشيدشان؛ و از ايشان يار و ياورى براى خود مگيريد.,89,5
نيرومند [كه‌] پيش خداوند عرش، بلندپايگاه است.,20,30
در آنجا [هم‌] مطاع [و هم‌] امين است.,21,30
و رفيق شما مجنون نيست؛,22,30
و قطعاً آن [فرشته وحى‌] را در افق رخشان ديده.,23,30
و او در امر غيب بخيل نيست.,24,30
و [قرآن‌] نيست سخن ديو رجيم.,25,30
پس به كجا مى‌رويد؟,26,30
اين [سخن‌] بجز پندى براى عالميان نيست؛,27,30
براى هر يك از شما كه خواهد به راه راست رود.,28,30
و تا خدا، پروردگار جهانها، نخواهد، [شما نيز] نخواهيد خواست.,29,30
مگر كسانى كه با گروهى كه ميان شما و ميان آنان پيمانى است، پيوند داشته باشند، يا نزد شما بيايند در حالى كه سينه آنان از جنگيدن با شما يا جنگيدن با قوم خود، به تنگ آمده باشد. و اگر خدا مى‌خواست، قطعاً آنان را بر شما چيره مى‌كرد و حتماً با شما مى‌جنگيدند. پس اگر از شما كناره‌گيرى كردند و با شما نجنگيدند و با شما طرح صلح افكندند، [ديگر] خدا براى شما راهى [براى تجاوز] بر آنان قرار نداده است.,90,5
آنگاه كه آسمان زهم بشكافد،,1,30
و آنگاه كه اختران پراكنده شوند،,2,30
و آنگاه كه درياها از جا بركنده گردند،,3,30
و آنگاه كه گورها زير و زبر شوند،,4,30
هر نفسى آنچه را پيش فرستاده و بازپس گذاشته، بداند.,5,30
اى انسان، چه چيز تو را در باره پروردگار بزرگوارت مغرور ساخته؟,6,30
همان كس كه تو را آفريد، و [اندام‌] تو را درست كرد، و [آنگاه‌] تو را سامان بخشيد.,7,30
و به هر صورتى كه خواست، تو را تركيب كرد.,8,30
با اين همه، شما منكر [روز] جزاييد.,9,30
و قطعاً بر شما نگهبانانى [گماشته شده‌]اند:,10,30
به زودى، گروهى ديگر را خواهيد يافت كه مى‌خواهند از شما آسوده خاطر و از قوم خود [نيز] ايمن باشند. هر بار كه به فتنه بازگردانده شوند، سر در آن فرو مى‌برند. پس اگر از شما كناره‌گيرى نكردند و به شما پيشنهاد صلح نكردند و از شما دست برنداشتند، هر كجا آنان را يافتيد به اسارت بگيريد و بكشيدشان. آنانند كه ما براى شما عليه ايشان تسلطى آشكار قرار داده‌ايم.,91,5
[فرشتگان‌] بزرگوارى كه نويسندگان [اعمال شما] هستند؛,11,30
آنچه را مى‌كنيد، مى‌دانند.,12,30
قطعاً نيكان به بهشت اندرند.,13,30
و بى‌شك، بدكاران در دوزخند.,14,30
روز جزا در آنجا درآيند،,15,30
و از آن [عذاب‌] دور نخواهند بود.,16,30
و تو چه دانى كه چيست روز جزا؟,17,30
باز چه دانى كه چيست روز جزا؟,18,30
روزى كه كسى براى كسى هيچ اختيارى ندارد؛ و در آن روز، فرمان از آنِ خداست.,19,30
واى بر كم‌فروشان،,1,30
و هيچ مؤمنى را نسزد كه مؤمنى را -جز به اشتباه- بكشد. و هر كس مؤمنى را به اشتباه كشت، بايد بنده مؤمنى را آزاد و به خانواده او خونبها پرداخت كند؛ مگر اينكه آنان گذشت كنند. و اگر [مقتول‌] از گروهى است كه دشمنان شمايند و [خود] وى مؤمن است، [قاتل‌] بايد بنده مؤمنى را آزاد كند [و پرداخت خونبها لازم نيست‌]. و اگر [مقتول‌] از گروهى است كه ميان شما و ميان آنان پيمانى است، بايد به خانواده وى خونبها پرداخت نمايد و بنده مؤمنى را آزاد كند. و هر كس [بنده‌] نيافت، بايد دو ماه پياپى -به عنوان توبه‌اى از جانب خدا- روزه بدارد، و خدا همواره داناى سنجيده‌كار است.,92,5
كه چون از مردم پيمانه ستانند، تمام ستانند؛,2,30
و چون براى آنان پيمانه يا وزن كنند، به ايشان كم دهند.,3,30
مگر آنان گمان نمى‌دارند كه برانگيخته خواهند شد؟,4,30
[در] روزى بزرگ:,5,30
روزى كه مردم در برابر پروردگار جهانيان به پاى ايستند.,6,30
نه چنين است [كه مى‌پندارند]، كه كارنامه بدكاران در «سجّين» است.,7,30
و تو چه دانى كه «سجّين» چيست؟,8,30
كتابى است نوشته‌شده.,9,30
واى بر تكذيب‌كنندگان در آن هنگام:,10,30
آنان كه روز جزا را دروغ مى‌پندارند.,11,30
و هر كس عمداً مؤمنى را بكشد، كيفرش دوزخ است كه در آن ماندگار خواهد بود؛ و خدا بر او خشم مى‌گيرد و لعنتش مى‌كند و عذابى بزرگ برايش آماده ساخته است.,93,5
و جز هر تجاوزپيشه گناهكارى آن را به دروغ نمى‌گيرد.,12,30
[همان كه‌] چون آيات ما بر او خوانده شود، گويد: «[اينها] افسانه‌هاى پيشينيان است.»,13,30
نه چنين است، بلكه آنچه مرتكب مى‌شدند زنگار بر دلهايشان بسته است.,14,30
زهى پندار، كه آنان در آن روز، از پروردگارشان سخت محجوبند.,15,30
آنگاه به يقين، آنان به جهنم درآيند.,16,30
سپس [به ايشان‌] گفته خواهد شد: «اين همان است كه آن را به دروغ مى‌گرفتيد.»,17,30
نه چنين است، در حقيقت، كتاب نيكان در «علّيّون» است.,18,30
و تو چه دانى كه «علّيّون» چيست؟,19,30
كتابى است نوشته‌شده.,20,30
مقرّبان آن را مشاهده خواهند كرد.,21,30
اى كسانى كه ايمان آورده‌ايد، چون در راه خدا سفر مى‌كنيد [خوب‌] رسيدگى كنيد و به كسى كه نزد شما [اظهار] اسلام مى‌كند؛ مگوييد: «تو مؤمن نيستى» [تا بدين بهانه‌] متاع زندگى دنيا را بجوييد، چرا كه غنيمتهاى فراوان نزد خداست. قبلا خودتان [نيز] همين گونه بوديد، و خدا بر شما منت نهاد. پس خوب رسيدگى كنيد، كه خدا همواره به آنچه انجام مى‌دهيد آگاه است.,94,5
براستى نيكوكاران در نعيم [الهى‌] خواهند بود.,22,30
بر تختها [نشسته‌] مى‌نگرند.,23,30
از چهره‌هايشان طراوت نعمت [بهشت‌] را درمى‌يابى.,24,30
از باده‌اى مُهر شده نوشانيده شوند.,25,30
[باده‌اى كه‌] مُهر آن، مُشك است، و در اين [نعمتها] مشتاقان بايد بر يكديگر پيشى گيرند.,26,30
