SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
4194,24,40,61,"It is Allah Who has made the Night for you, that ye may rest therein, and the days as that which helps (you) to see. Verily Allah is full of Grace and Bounty to men: yet most men give no thanks.",??????? ??????? ?????? ?????? ????????? ???????????? ????? ???????????? ????????? ? ????? ??????? ????? ?????? ????? ???????? ?????????? ???????? ???????? ??? ???????????,???? ???? ??? ??? ????? ??????? ??? ??????? ?????? ? ?? ???? ??? ???? ??? ????? ???? ???? ????? ?? ??????,21,85
4195,24,40,62,"Such is Allah, your Lord, the Creator of all things, there is no god but He: Then how ye are deluded away from the Truth!",????????? ??????? ????????? ??????? ????? ?????? ??? ??????? ?????? ???? ? ????????? ???????????,???? ???? ???? ???? ?? ???? ?? ??? ??? ?? ? ???? ??????,13,43
4196,24,40,63,Thus are deluded those who are wont to reject the Signs of Allah.,????????? ???????? ????????? ??????? ???????? ??????? ???????????,???? ???? ????? ????? ????? ???? ??????,7,33
4197,24,40,64,"It is Allah Who has made for you the earth as a resting place, and the sky as a canopy, and has given you shape- and made your shapes beautiful,- and has provided for you Sustenance, of things pure and good;- such is Allah your Lord. So Glory to Allah, the Lord of the Worlds!",??????? ??????? ?????? ?????? ????????? ???????? ???????????? ??????? ????????????? ?????????? ?????????? ???????????? ???? ????????????? ? ????????? ??????? ????????? ? ??????????? ??????? ????? ?????????????,???? ???? ??? ??? ????? ?????? ??????? ????? ?????? ????? ????? ?????? ?? ??????? ? ???? ???? ???? ? ?????? ???? ?? ????????,23,102
4198,24,40,65,"He is the Living (One): There is no god but He: Call upon Him, giving Him sincere devotion. Praise be to Allah, Lord of the Worlds!",???? ???????? ??? ??????? ?????? ???? ?????????? ??????????? ???? ???????? ? ????????? ??????? ????? ?????????????,?? ???? ?? ??? ??? ?? ?????? ?????? ?? ????? ? ????? ??? ?? ????????,15,54
4199,24,40,66,"Say: ""I have been forbidden to invoke those whom ye invoke besides Allah,- seeing that the Clear Signs have come to me from my Lord; and I have been commanded to bow (in Islam) to the Lord of the Worlds.""",???? ?????? ??????? ???? ???????? ????????? ????????? ???? ????? ??????? ?????? ????????? ????????????? ???? ?????? ?????????? ???? ???????? ??????? ?????????????,?? ??? ???? ?? ???? ????? ????? ?? ??? ???? ??? ????? ??????? ?? ??? ????? ?? ???? ??? ????????,20,76
4200,24,40,67,"It is He Who has created you from dust then from a sperm-drop, then from a leech-like clot; then does he get you out (into the light) as a child: then lets you (grow and) reach your age of full strength; then lets you become old,- though of you there are some who die before;- and lets you reach a Term appointed; in order that ye may learn wisdom.",???? ??????? ?????????? ???? ??????? ????? ???? ???????? ????? ???? ???????? ????? ???????????? ??????? ????? ???????????? ??????????? ????? ??????????? ???????? ? ?????????? ???? ??????????? ???? ?????? ? ?????????????? ??????? ???????? ????????????? ???????????,?? ???? ????? ?? ????? ?? ?? ????? ?? ?? ????? ?? ?????? ????? ?? ??????? ????? ?? ??????? ?????? ? ????? ?? ????? ?? ??? ? ???????? ????? ???? ?????? ??????,32,126
4201,24,40,68,"It is He Who gives Life and Death; and when He decides upon an affair, He says to it, ""Be"", and it is.",???? ??????? ??????? ????????? ? ??????? ?????? ??????? ?????????? ??????? ???? ???? ?????????,?? ???? ???? ????? ? ???? ??? ????? ????? ???? ?? ?? ?????,13,46
4202,24,40,69,Seest thou not those that dispute concerning the Signs of Allah? How are they turned away (from Reality)?-,?????? ???? ????? ????????? ???????????? ??? ?????? ??????? ??????? ???????????,??? ?? ??? ????? ??????? ?? ???? ???? ??? ??????,10,39
4203,24,40,70,"Those who reject the Book and the (revelations) with which We sent our messengers: but soon shall they know,-",????????? ????????? ???????????? ??????? ??????????? ???? ????????? ? ???????? ???????????,????? ????? ??????? ???? ?????? ?? ????? ? ???? ??????,10,45
4204,24,40,71,"When the yokes (shall be) round their necks, and the chains; they shall be dragged along-",???? ???????????? ??? ????????????? ?????????????? ???????????,?? ??????? ?? ??????? ???????? ??????,6,32
4205,24,40,72,In the boiling fetid fluid: then in the Fire shall they be burned;,??? ?????????? ????? ??? ???????? ???????????,?? ?????? ?? ?? ????? ??????,6,23
4206,24,40,73,"Then shall it be said to them: ""Where are the (deities) to which ye gave part-worship-",????? ????? ?????? ?????? ??? ???????? ???????????,?? ??? ??? ??? ?? ???? ??????,7,23
4207,24,40,74,"""In derogation of Allah?"" They will reply: ""They have left us in the lurch: Nay, we invoked not, of old, anything (that had real existence)."" Thus does Allah leave the Unbelievers to stray.",???? ????? ??????? ? ??????? ??????? ?????? ???? ???? ?????? ??????? ???? ?????? ??????? ? ????????? ??????? ??????? ?????????????,?? ??? ???? ? ????? ???? ??? ?? ?? ??? ???? ?? ??? ????? ? ???? ??? ???? ????????,19,63
4208,24,40,75,"""That was because ye were wont to rejoice on the earth in things other than the Truth, and that ye were wont to be insolent.",????????? ????? ???????? ??????????? ??? ????????? ???????? ???????? ??????? ???????? ???????????,???? ??? ???? ?????? ?? ????? ???? ???? ???? ???? ??????,11,46
4209,24,40,76,"""Enter ye the gates of Hell, to dwell therein: and evil is (this) abode of the arrogant!""",????????? ????????? ????????? ?????????? ?????? ? ???????? ??????? ?????????????????,?????? ????? ???? ?????? ???? ? ???? ???? ?????????,9,43
4210,24,40,77,"So persevere in patience; for the Promise of Allah is true: and whether We show thee (in this life) some part of what We promise them,- or We take thy soul (to Our Mercy) (before that),-(in any case) it is to Us that they shall (all) return.",????????? ????? ?????? ??????? ????? ? ???????? ??????????? ?????? ??????? ?????????? ???? ???????????????? ??????????? ???????????,????? ?? ??? ???? ?? ? ???? ????? ??? ???? ????? ?? ??????? ?????? ??????,15,59
4211,24,40,78,"We did aforetime send messengers before thee: of them there are some whose story We have related to thee, and some whose story We have not related to thee. It was not (possible) for any messenger to bring a sign except by the leave of Allah: but when the Command of Allah issued, the matter was decided in truth and justice, and there perished, there and then those who stood on Falsehoods.",???????? ??????????? ??????? ???? ???????? ???????? ???? ????????? ???????? ?????????? ???? ???? ???????? ???????? ? ????? ????? ????????? ???? ???????? ??????? ?????? ???????? ??????? ? ??????? ????? ?????? ??????? ?????? ?????????? ???????? ????????? ??????????????,???? ?????? ????? ?? ???? ???? ?? ????? ???? ????? ?? ?? ???? ???? ? ??? ??? ?????? ?? ???? ????? ??? ???? ???? ? ???? ??? ??? ???? ??? ????? ???? ????? ????????,34,128
4212,24,40,79,"It is Allah Who made cattle for you, that ye may use some for riding and some for food;",??????? ??????? ?????? ?????? ???????????? ???????????? ??????? ????????? ???????????,???? ???? ??? ??? ??????? ??????? ???? ????? ??????,9,43
4213,24,40,80,And there are (other) advantages in them for you (besides); that ye may through them attain to any need (there may be) in your hearts; and on them and on ships ye are carried.,???????? ?????? ????????? ?????????????? ????????? ??????? ??? ??????????? ??????????? ??????? ????????? ???????????,???? ???? ????? ???????? ????? ????? ?? ?????? ?????? ???? ????? ??????,12,60
4214,24,40,81,And He shows you (always) His Signs: then which of the Signs of Allah will ye deny?,??????????? ???????? ??????? ?????? ??????? ???????????,?????? ????? ??? ???? ???? ??????,6,28
4215,24,40,82,Do they not travel through the earth and see what was the End of those before them? They were more numerous than these and superior in strength and in the traces (they have left) in the land: Yet all that they accomplished was of no profit to them.,???????? ????????? ??? ????????? ???????????? ?????? ????? ????????? ????????? ???? ?????????? ? ??????? ???????? ???????? ????????? ??????? ????????? ??? ????????? ????? ???????? ???????? ??? ??????? ???????????,???? ?????? ?? ????? ??????? ??? ??? ????? ????? ?? ????? ? ????? ???? ???? ???? ???? ??????? ?? ????? ??? ???? ???? ?? ????? ??????,26,107
4216,24,40,83,"For when their messengers came to them with Clear Signs, they exulted in such knowledge (and skill) as they had; but that very (Wrath) at which they were wont to scoff hemmed them in.",???????? ??????????? ?????????? ??????????????? ???????? ????? ?????????? ???? ????????? ??????? ?????? ??? ??????? ???? ???????????????,???? ?????? ????? ???????? ????? ??? ????? ?? ????? ???? ??? ?? ????? ?? ????????,15,67
4217,24,40,84,"But when they saw Our Punishment, they said: ""We believe in Allah,- the one Allah - and we reject the partners we used to join with Him.""",???????? ??????? ????????? ??????? ??????? ????????? ???????? ??????????? ????? ?????? ???? ???????????,???? ???? ????? ????? ???? ????? ???? ?????? ??? ??? ?? ??????,12,51
4218,24,40,85,But their professing the Faith when they (actually) saw Our Punishment was not going to profit them. (Such has been) Allah's Way of dealing with His Servants (from the most ancient times). And even thus did the Rejecters of Allah perish (utterly)!,?????? ???? ???????????? ???????????? ?????? ??????? ????????? ? ??????? ??????? ??????? ???? ?????? ??? ????????? ? ???????? ????????? ?????????????,??? ?? ?????? ??????? ??? ???? ????? ? ??? ???? ???? ?? ??? ?? ????? ? ???? ????? ????????,19,72
4219,24,41,1,Ha Mim:,??,??,1,2
4220,24,41,2,"A Revelation from (Allah), Most Gracious, Most Merciful;-",????????? ???? ???????????? ??????????,????? ?? ?????? ??????,4,19
4221,24,41,3,"A Book, whereof the verses are explained in detail;- a Qur'an in Arabic, for people who understand;-",??????? ????????? ???????? ???????? ?????????? ???????? ???????????,???? ???? ????? ?????? ????? ????? ??????,7,35
4222,24,41,4,"Giving good news and admonition: yet most of them turn away, and so they hear not.",???????? ?????????? ?????????? ???????????? ?????? ??? ???????????,?????? ??????? ????? ?????? ??? ?? ??????,7,35
4223,24,41,5,"They say: ""Our hearts are under veils, (concealed) from that to which thou dost invite us, and in our ears in a deafness, and between us and thee is a screen: so do thou (what thou wilt); for us, we shall do (what we will!)""",????????? ?????????? ??? ????????? ?????? ?????????? ???????? ????? ????????? ?????? ?????? ????????? ?????????? ??????? ????????? ???????? ??????????,?????? ?????? ?? ????? ??? ?????? ???? ??? ?????? ??? ??? ????? ????? ???? ????? ???? ??????,17,76
4224,24,41,6,"Say thou: ""I am but a man like you: It is revealed to me by Inspiration, that your Allah is one Allah: so stand true to Him, and ask for His Forgiveness."" And woe to those who join gods with Allah,-",???? ???????? ????? ?????? ?????????? ??????? ??????? ???????? ??????????? ??????? ??????? ?????????????? ???????? ???????????????? ? ???????? ???????????????,?? ???? ??? ??? ????? ???? ??? ???? ????? ??? ???? ????????? ???? ????????? ? ???? ????????,17,75
4225,24,41,7,"Those who practise not regular Charity, and who even deny the Hereafter.",????????? ??? ????????? ?????????? ?????? ???????????? ???? ??????????,????? ?? ????? ?????? ??? ??????? ?? ??????,8,36
4226,24,41,8,For those who believe and work deeds of righteousness is a reward that will never fail.,????? ????????? ??????? ?????????? ????????????? ?????? ?????? ?????? ?????????,?? ????? ????? ?????? ???????? ??? ??? ??? ??????,9,41
4227,24,41,9,Say: Is it that ye deny Him Who created the earth in two Days? And do ye join equals with Him? He is the Lord of (all) the Worlds.,???? ??????????? ????????????? ????????? ?????? ????????? ??? ?????????? ????????????? ???? ?????????? ? ??????? ????? ?????????????,?? ????? ??????? ????? ??? ????? ?? ????? ??????? ?? ??????? ? ??? ?? ????????,15,64
4228,24,41,10,"He set on the (earth), mountains standing firm, high above it, and bestowed blessings on the earth, and measure therein all things to give them nourishment in due proportion, in four Days, in accordance with (the needs of) those who seek (Sustenance).",???????? ?????? ????????? ???? ????????? ????????? ?????? ????????? ?????? ???????????? ??? ?????????? ???????? ??????? ??????????????,???? ???? ????? ?? ????? ????? ???? ???? ???? ??????? ?? ????? ????? ????? ????????,15,69
4229,24,41,11,"Moreover He comprehended in His design the sky, and it had been (as) smoke: He said to it and to the earth: ""Come ye together, willingly or unwillingly."" They said: ""We do come (together), in willing obedience.""",????? ????????? ????? ?????????? ?????? ??????? ??????? ????? ???????????? ???????? ??????? ???? ??????? ???????? ????????? ??????????,?? ????? ??? ?????? ??? ???? ???? ??? ?????? ????? ????? ?? ????? ????? ????? ??????,16,69
4230,24,41,12,"So He completed them as seven firmaments in two Days, and He assigned to each heaven its duty and command. And We adorned the lower heaven with lights, and (provided it) with guard. Such is the Decree of (Him) the Exalted in Might, Full of Knowledge.",???????????? ?????? ?????????? ??? ?????????? ?????????? ??? ????? ??????? ????????? ? ??????????? ?????????? ?????????? ???????????? ????????? ? ??????? ????????? ?????????? ??????????,?????? ??? ??????? ?? ????? ????? ?? ?? ????? ????? ? ????? ?????? ?????? ??????? ?????? ? ??? ????? ?????? ??????,21,94
4231,24,41,13,"But if they turn away, say thou: ""I have warned you of a stunning Punishment (as of thunder and lightning) like that which (overtook) the 'Ad and the Thamud!""",?????? ?????????? ?????? ?????????????? ????????? ?????? ????????? ????? ?????????,??? ?????? ??? ??????? ?????? ??? ????? ???? ?????,9,42
4232,24,41,14,"Behold, the messengers came to them, from before them and behind them, (preaching): ""Serve none but Allah."" They said, ""If our Lord had so pleased, He would certainly have sent down angels (to preach). Now we reject your mission (altogether).""",???? ??????????? ????????? ???? ?????? ??????????? ?????? ?????????? ?????? ?????????? ?????? ??????? ? ??????? ???? ????? ???????? ?????????? ??????????? ???????? ????? ???????????? ???? ??????????,?? ?????? ????? ?? ??? ?????? ??? ????? ??? ?????? ??? ???? ? ????? ?? ??? ???? ????? ??????? ???? ??? ?????? ?? ??????,24,96
4233,24,41,15,"Now the 'Ad behaved arrogantly through the land, against (all) truth and reason, and said: ""Who is superior to us in strength?"" What! did they not see that Allah, Who created them, was superior to them in strength? But they continued to reject Our Signs!",???????? ????? ??????????????? ??? ????????? ???????? ???????? ????????? ???? ??????? ?????? ??????? ? ???????? ??????? ????? ??????? ??????? ?????????? ???? ??????? ???????? ??????? ? ????????? ??????????? ???????????,???? ??? ????????? ?? ????? ???? ???? ?????? ?? ??? ??? ???? ? ???? ???? ?? ???? ???? ????? ?? ??? ???? ???? ? ?????? ??????? ??????,27,106
